matchId,blueTeamControlWardsPlaced,blueTeamWardsPlaced,blueTeamTotalKills,blueTeamDragonKills,blueTeamHeraldKills,blueTeamTowersDestroyed,blueTeamInhibitorsDestroyed,blueTeamTurretPlatesDestroyed,blueTeamFirstBlood,blueTeamMinionsKilled,blueTeamJungleMinions,blueTeamTotalGold,blueTeamXp,blueTeamTotalDamageToChamps,redTeamControlWardsPlaced,redTeamWardsPlaced,redTeamTotalKills,redTeamDragonKills,redTeamHeraldKills,redTeamTowersDestroyed,redTeamInhibitorsDestroyed,redTeamTurretPlatesDestroyed,redTeamMinionsKilled,redTeamJungleMinions,redTeamTotalGold,redTeamXp,redTeamTotalDamageToChamps,blueWin,diffMinionsKilled,diffJungleMinions,diffTotalGold,diffTotalKills,diffXp,diffTotalDamageToChamps,diffDragonKills,diffHeraldKills,diffTowersDestroyed,diffInhibitorsDestroyed,diffTurretPlatesDestroyed
EUW1_6861855274',3,42,8,1,0,1,0,17,1,392,98,29472,28257,23611,4,29,20,1,0,2,0,6,385,74,32016,30362,33008,1,7,24,-2544,-12,-2105,-9397,0,0,-1,0,11
EUW1_6861824754',5,33,16,0,0,0,0,13,0,291,72,28660,28015,41028,2,87,24,1,0,2,0,0,359,96,35168,31368,39630,0,-68,-24,-6508,-8,-3353,1398,-1,0,-2,0,13
EUW1_6861583360',3,32,12,0,0,0,0,4,1,351,83,25789,29800,34069,1,22,9,2,0,1,0,1,367,108,27826,31669,41238,0,-16,-25,-2037,3,-1869,-7169,-2,0,-1,0,3
EUW1_6861431156',5,23,17,2,0,0,0,9,0,367,72,31096,28023,40737,3,35,15,0,0,1,0,6,359,92,30227,29069,34372,1,8,-20,869,2,-1046,6365,2,0,-1,0,3
EUW1_6861381826',3,30,13,0,0,1,0,12,1,395,95,30220,30861,33099,5,41,12,2,0,2,0,9,400,87,29798,30374,34981,0,-5,8,422,1,487,-1882,-2,0,-1,0,3
EUW1_6861298575',3,29,20,1,0,1,0,4,1,369,69,30759,31653,34685,5,38,6,1,0,0,0,4,403,70,24648,28697,28103,1,-34,-1,6111,14,2956,6582,0,0,1,0,0
EUW1_6861251858',3,83,7,0,0,0,0,11,0,313,74,23994,27232,25961,2,59,9,1,0,3,0,1,399,122,30921,30222,24972,0,-86,-48,-6927,-2,-2990,989,-1,0,-3,0,10
EUW1_6861204561',3,39,19,1,0,0,0,7,1,346,77,30847,30640,38995,5,38,19,0,0,0,0,4,323,82,29270,29624,34981,1,23,-5,1577,0,1016,4014,1,0,0,0,3
EUW1_6860646239',5,23,13,0,0,0,0,13,0,301,89,27284,28272,31384,2,28,19,1,0,2,0,3,352,93,32229,30645,35659,0,-51,-4,-4945,-6,-2373,-4275,-1,0,-2,0,10
EUW1_6860612136',4,30,19,0,0,1,0,10,1,335,74,31336,29107,41753,3,29,14,2,0,1,0,8,336,62,29158,27637,33889,0,-1,12,2178,5,1470,7864,-2,0,0,0,2
EUW1_6860566048',5,26,5,0,0,1,0,3,0,358,90,24721,30156,28255,4,28,14,0,0,0,0,4,365,86,26065,31412,32041,0,-7,4,-1344,-9,-1256,-3786,0,0,1,0,-1
EUW1_6860525891',2,86,11,1,0,0,0,13,0,307,75,26307,27252,30505,2,29,14,0,0,6,0,4,369,103,32010,31553,38682,0,-62,-28,-5703,-3,-4301,-8177,1,0,-6,0,9
EUW1_6860457553',4,59,9,1,0,0,0,9,0,298,82,24391,27519,24782,3,59,16,0,0,1,0,0,380,102,30603,32104,42210,0,-82,-20,-6212,-7,-4585,-17428,1,0,-1,0,9
EUW1_6860396838',3,35,14,0,1,0,0,13,1,318,88,28395,28975,33980,8,34,17,2,0,4,0,2,384,75,31133,31368,41601,0,-66,13,-2738,-3,-2393,-7621,-2,1,-4,0,11
EUW1_6882931992',3,27,12,0,0,1,0,8,0,353,96,28218,29131,29736,2,30,17,1,0,1,0,6,338,68,29708,30062,28910,0,15,28,-1490,-5,-931,826,-1,0,0,0,2
EUW1_6882580390',1,52,15,2,0,1,0,6,0,364,94,29246,30153,29571,7,28,15,0,0,0,0,3,334,100,27348,30596,30300,1,30,-6,1898,0,-443,-729,2,0,1,0,3
EUW1_6882467829',2,26,14,0,0,0,0,10,1,383,98,28704,30436,37962,3,36,17,2,0,0,0,2,322,92,29660,30031,31669,0,61,6,-956,-3,405,6293,-2,0,0,0,8
EUW1_6881494700',3,30,11,0,0,1,0,13,1,307,78,26148,26924,27590,6,28,17,1,1,1,0,2,352,85,30637,29069,35800,0,-45,-7,-4489,-6,-2145,-8210,-1,-1,0,0,11
EUW1_6877136264',3,24,9,1,0,0,0,4,1,347,75,24993,27087,28930,7,35,12,0,0,0,0,4,299,120,26678,28604,42295,0,48,-45,-1685,-3,-1517,-13365,1,0,0,0,0
EUW1_6876833714',4,21,7,1,0,1,0,8,0,426,88,27906,29444,37782,5,32,16,1,1,1,0,8,333,104,28185,30781,32302,0,93,-16,-279,-9,-1337,5480,0,-1,0,0,0
EUW1_6875743060',6,28,13,0,0,1,0,9,1,371,109,28648,30131,36360,7,34,13,2,0,0,0,4,334,88,27310,29058,32232,1,37,21,1338,0,1073,4128,-2,0,1,0,5
EUW1_6875672982',6,33,14,0,0,1,0,9,1,374,80,29981,30090,29436,8,30,11,2,0,2,0,4,321,86,26833,28220,26761,1,53,-6,3148,3,1870,2675,-2,0,-1,0,5
EUW1_6875614418',5,96,25,2,1,2,0,6,1,359,90,33380,32136,53744,8,30,6,0,0,1,0,7,316,97,23875,26250,24575,1,43,-7,9505,19,5886,29169,2,1,1,0,-1
EUW1_6875477322',5,30,14,2,0,0,0,9,1,380,74,28065,30255,27503,5,25,5,0,0,2,0,4,377,98,24907,29093,24215,1,3,-24,3158,9,1162,3288,2,0,-2,0,5
EUW1_6875325170',5,63,13,0,0,0,0,5,0,362,72,26573,29992,29661,4,35,10,1,0,0,0,0,394,78,27031,28551,27683,1,-32,-6,-458,3,1441,1978,-1,0,0,0,5
EUW1_6874072837',4,29,9,0,0,1,0,6,0,430,110,29583,32219,27296,3,33,12,2,0,0,0,4,379,98,26925,30713,34571,1,51,12,2658,-3,1506,-7275,-2,0,1,0,2
EUW1_6874013511',2,30,5,2,0,0,0,14,0,328,118,23756,29099,28017,4,30,12,0,0,2,0,0,366,70,27091,29941,28784,0,-38,48,-3335,-7,-842,-767,2,0,-2,0,14
EUW1_6873742055',4,39,12,1,0,1,0,6,1,310,102,26954,29065,35498,2,28,13,0,0,1,0,5,379,68,28754,30009,28975,0,-69,34,-1800,-1,-944,6523,1,0,0,0,1
EUW1_6873703194',5,26,10,1,0,0,0,7,0,334,102,25735,28812,27796,5,32,10,1,0,1,0,0,344,80,26675,29060,26950,0,-10,22,-940,0,-248,846,0,0,-1,0,7
EUW1_6873693861',8,37,18,1,1,2,0,6,1,397,132,34025,34271,32210,2,25,8,0,0,1,0,12,362,44,24101,25930,18380,1,35,88,9924,10,8341,13830,1,1,1,0,-6
EUW1_6872525838',5,28,10,1,1,1,0,12,1,355,100,27535,29413,30749,5,26,12,1,0,1,0,1,351,84,28301,28707,30424,1,4,16,-766,-2,706,325,0,1,0,0,11
EUW1_6872437777',4,23,6,0,0,2,0,9,0,376,100,27434,29905,24748,3,20,13,2,0,1,0,6,376,104,29129,29911,32488,1,0,-4,-1695,-7,-6,-7740,-2,0,1,0,3
EUW1_6872392675',2,27,8,2,0,0,0,9,0,388,82,25202,28537,21163,6,33,8,0,0,2,0,3,443,100,26847,31578,23366,1,-55,-18,-1645,0,-3041,-2203,2,0,-2,0,6
EUW1_6882882718',5,32,14,2,1,1,0,7,0,367,91,29106,28673,36146,4,39,11,0,0,1,0,4,361,81,26624,29320,33049,1,6,10,2482,3,-647,3097,2,1,0,0,3
EUW1_6882715337',6,34,13,0,0,1,0,9,0,355,80,29000,30346,34294,8,32,16,1,1,1,0,5,350,80,30228,30485,34734,1,5,0,-1228,-3,-139,-440,-1,-1,0,0,4
EUW1_6882691542',2,23,13,1,0,0,0,10,1,343,85,27658,30447,41746,1,31,12,1,0,1,0,4,353,74,27038,30118,42374,0,-10,11,620,1,329,-628,0,0,-1,0,6
EUW1_6881993072',11,36,9,0,0,0,0,12,1,367,67,26175,27767,34093,3,29,18,1,0,2,0,6,409,100,32205,33103,29834,0,-42,-33,-6030,-9,-5336,4259,-1,0,-2,0,6
EUW1_6881922219',4,43,8,0,0,0,0,8,0,357,87,28051,27664,21467,6,42,18,2,0,3,0,9,263,108,28582,26476,35910,1,94,-21,-531,-10,1188,-14443,-2,0,-3,0,-1
EUW1_6881084750',9,37,11,0,0,1,0,7,0,399,106,29331,30292,36625,4,30,9,2,0,0,0,4,315,83,25281,27095,30444,1,84,23,4050,2,3197,6181,-2,0,1,0,3
EUW1_6881053656',3,135,14,2,0,1,0,2,1,409,107,29812,31480,29546,2,29,4,0,0,0,0,10,362,76,24574,28541,21648,1,47,31,5238,10,2939,7898,2,0,1,0,-8
EUW1_6880981279',0,36,11,1,0,0,0,10,1,348,92,27491,28570,25346,7,34,14,0,0,0,0,2,421,84,29008,30730,30044,0,-73,8,-1517,-3,-2160,-4698,1,0,0,0,8
EUW1_6880492574',2,20,11,0,0,0,0,16,0,264,88,25262,25550,28250,6,26,23,2,1,5,0,0,362,113,34793,31684,46399,0,-98,-25,-9531,-12,-6134,-18149,-2,-1,-5,0,16
EUW1_6880409862',4,32,11,1,0,0,0,7,1,379,79,27280,29793,34981,4,28,11,0,0,1,0,4,341,92,27115,29595,37404,1,38,-13,165,0,198,-2423,1,0,-1,0,3
EUW1_6880113534',2,29,14,0,0,0,0,12,0,327,68,27210,29166,35253,2,30,20,0,0,1,0,3,357,80,31234,29203,41376,0,-30,-12,-4024,-6,-37,-6123,0,0,-1,0,9
EUW1_6880064753',1,37,9,0,0,0,0,15,1,355,75,26523,27499,29220,2,26,16,2,0,2,0,4,414,108,32178,32342,31586,0,-59,-33,-5655,-7,-4843,-2366,-2,0,-2,0,11
EUW1_6879790851',7,29,8,0,0,1,0,8,1,368,70,26005,28244,33894,2,29,13,1,0,0,0,4,328,89,26369,28891,28061,0,40,-19,-364,-5,-647,5833,-1,0,1,0,4
EUW1_6879737809',2,22,7,1,0,0,0,8,0,392,106,26517,30205,28451,3,31,14,1,0,1,0,2,322,90,26946,29641,27893,1,70,16,-429,-7,564,558,0,0,-1,0,6
EUW1_6883705796',6,29,22,0,0,2,0,5,0,365,78,32741,32658,40442,4,24,14,1,0,0,0,9,351,96,27694,28078,31854,1,14,-18,5047,8,4580,8588,-1,0,2,0,-4
EUW1_6883670869',4,25,19,0,0,0,0,7,1,348,88,30368,29487,34828,7,26,15,2,1,0,0,6,350,96,28846,30859,33391,1,-2,-8,1522,4,-1372,1437,-2,-1,0,0,1
EUW1_6883135217',1,194,16,2,0,0,0,7,1,344,112,29867,29432,38372,2,24,14,0,0,1,0,6,342,74,27039,28682,34412,1,2,38,2828,2,750,3960,2,0,-1,0,1
EUW1_6882699117',6,46,6,1,1,0,0,8,0,409,122,25735,30472,26732,5,36,6,0,0,0,0,3,383,66,24064,28488,23550,1,26,56,1671,0,1984,3182,1,1,0,0,5
EUW1_6882327065',2,19,13,2,0,1,0,7,0,386,112,29905,29700,28908,5,26,12,0,0,1,0,5,366,88,27944,30063,25511,1,20,24,1961,1,-363,3397,2,0,0,0,2
EUW1_6881637001',2,25,11,0,0,1,0,10,1,352,100,27902,30340,29082,6,90,18,2,1,2,0,3,356,83,30856,30814,31222,0,-4,17,-2954,-7,-474,-2140,-2,-1,-1,0,7
EUW1_6879700330',0,18,14,0,1,1,0,11,0,331,76,28870,27435,35607,6,43,17,1,0,1,0,4,323,82,29134,27971,34308,0,8,-6,-264,-3,-536,1299,-1,1,0,0,7
EUW1_6879343077',5,24,16,1,0,0,0,7,1,375,90,28958,31682,42581,3,37,12,1,0,0,0,4,360,94,27001,30321,36750,1,15,-4,1957,4,1361,5831,0,0,0,0,3
EUW1_6879284094',2,52,11,1,0,2,0,9,1,339,52,26643,28839,36091,5,65,12,1,0,2,0,5,358,76,28157,30618,36569,0,-19,-24,-1514,-1,-1779,-478,0,0,0,0,4
EUW1_6876575140',2,26,13,0,0,1,0,13,0,315,90,27424,25889,33030,7,26,31,1,0,3,0,4,361,75,35471,32890,47824,0,-46,15,-8047,-18,-7001,-14794,-1,0,-2,0,9
EUW1_6876302739',3,28,17,0,0,2,0,5,1,361,90,29935,30032,31935,7,32,6,1,0,0,0,8,303,81,22791,25472,23851,1,58,9,7144,11,4560,8084,-1,0,2,0,-3
EUW1_6876208156',6,30,12,0,0,0,0,11,0,345,82,26746,28383,30214,4,31,10,2,0,3,0,4,370,81,27799,29985,31814,1,-25,1,-1053,2,-1602,-1600,-2,0,-3,0,7
EUW1_6875208577',4,74,11,2,0,0,0,12,0,314,94,26291,28124,28741,7,35,22,0,0,2,0,4,358,75,31998,32741,42484,1,-44,19,-5707,-11,-4617,-13743,2,0,-2,0,8
EUW1_6874787797',9,348,15,1,0,0,0,7,1,384,76,30025,30144,33123,4,34,8,1,0,1,0,7,345,88,24916,27894,27210,1,39,-12,5109,7,2250,5913,0,0,-1,0,0
EUW1_6873738693',7,35,17,0,0,1,0,12,0,356,72,30218,30551,35793,4,40,11,2,0,0,0,6,302,81,27038,27000,32507,1,54,-9,3180,6,3551,3286,-2,0,1,0,6
EUW1_6872584427',4,44,14,2,0,0,0,4,1,380,110,27574,31372,27717,3,30,9,0,0,0,0,6,325,87,24533,27660,25880,1,55,23,3041,5,3712,1837,2,0,0,0,-2
EUW1_6872552430',6,30,26,2,1,2,0,7,1,366,96,34816,32378,43439,6,35,8,0,0,1,0,7,340,86,25875,27491,30350,1,26,10,8941,18,4887,13089,2,1,1,0,0
EUW1_6871981004',3,37,9,0,0,0,0,7,1,357,91,25731,29565,31636,1,38,17,1,0,0,0,1,364,81,29825,30931,37477,0,-7,10,-4094,-8,-1366,-5841,-1,0,0,0,6
EUW1_6871915474',3,26,10,1,1,1,0,5,1,364,103,27596,28917,26932,2,117,9,0,0,0,0,9,314,112,24634,28165,27762,1,50,-9,2962,1,752,-830,1,1,1,0,-4
EUW1_6871179799',5,28,27,1,1,3,0,13,0,401,84,36250,32506,45345,5,27,14,0,0,1,0,10,310,71,28271,26520,28178,1,91,13,7979,13,5986,17167,1,1,2,0,3
EUW1_6883734838',1,23,12,0,0,0,0,10,1,313,98,27575,28859,26974,4,109,16,1,0,2,0,3,364,74,28866,29212,33540,0,-51,24,-1291,-4,-353,-6566,-1,0,-2,0,7
EUW1_6883293068',8,32,13,0,0,0,0,17,1,298,82,26369,26955,30501,5,29,24,1,1,3,0,0,358,141,35322,33552,43565,0,-60,-59,-8953,-11,-6597,-13064,-1,-1,-3,0,17
EUW1_6883246788',7,34,23,2,0,1,0,7,0,335,78,32265,29238,41084,4,24,10,0,0,0,0,8,352,86,27004,27621,30071,1,-17,-8,5261,13,1617,11013,2,0,1,0,-1
EUW1_6883162714',5,21,7,0,0,0,0,7,0,371,65,25460,29283,28301,3,41,17,1,0,0,0,0,324,101,27763,30097,33778,0,47,-36,-2303,-10,-814,-5477,-1,0,0,0,7
EUW1_6883100804',3,29,25,1,0,1,0,9,0,349,76,33340,31152,43108,5,29,20,0,0,0,0,7,343,76,30199,29704,42208,1,6,0,3141,5,1448,900,1,0,1,0,2
EUW1_6883010598',11,33,26,0,0,1,0,14,0,342,68,33974,29711,41616,3,44,28,1,0,1,0,5,324,94,36639,30156,45161,0,18,-26,-2665,-2,-445,-3545,-1,0,0,0,9
EUW1_6882778368',6,34,23,1,0,2,0,10,1,351,88,33793,31585,45304,3,36,13,1,0,1,0,6,328,76,27688,27163,34469,1,23,12,6105,10,4422,10835,0,0,1,0,4
EUW1_6882737351',3,29,14,0,0,2,0,14,0,329,80,30312,30119,29166,2,20,23,2,0,2,0,10,373,98,33094,33111,41426,0,-44,-18,-2782,-9,-2992,-12260,-2,0,0,0,4
EUW1_6882594929',3,21,15,0,0,0,0,12,0,326,80,29148,29223,38567,5,29,26,2,0,2,0,3,371,88,34486,32394,41200,0,-45,-8,-5338,-11,-3171,-2633,-2,0,-2,0,9
EUW1_6882531951',4,67,17,2,0,1,0,9,1,345,106,29786,32207,33282,4,59,8,0,0,1,0,6,321,85,25076,29339,24598,1,24,21,4710,9,2868,8684,2,0,0,0,3
EUW1_6882501689',1,24,17,0,0,1,0,15,1,311,71,29258,29018,37592,4,22,23,1,0,3,0,4,349,84,34079,31171,45958,0,-38,-13,-4821,-6,-2153,-8366,-1,0,-2,0,11
EUW1_6882466295',7,41,18,1,0,1,0,10,1,320,94,30677,27994,42118,3,44,24,1,0,2,0,4,365,65,33046,30506,44589,0,-45,29,-2369,-6,-2512,-2471,0,0,-1,0,6
EUW1_6882402435',7,31,11,1,1,1,0,4,0,355,84,26297,29181,30794,4,31,8,0,0,0,0,4,357,80,24701,27678,27214,1,-2,4,1596,3,1503,3580,1,1,1,0,0
EUW1_6882373251',8,44,18,0,1,1,0,6,0,350,80,31150,30304,31852,1,122,5,1,0,0,0,5,334,87,22940,25966,30095,1,16,-7,8210,13,4338,1757,-1,1,1,0,1
EUW1_6883634964',6,30,14,1,1,3,0,5,1,394,116,31024,31331,33449,2,31,10,1,0,1,0,9,352,77,26534,28450,22717,1,42,39,4490,4,2881,10732,0,1,2,0,-4
EUW1_6883609305',1,145,13,0,0,0,0,16,1,333,80,27138,28720,32941,6,33,20,2,1,2,0,4,315,118,32243,31520,37467,0,18,-38,-5105,-7,-2800,-4526,-2,-1,-2,0,12
EUW1_6883598586',4,27,16,1,0,1,0,10,1,385,96,29477,31977,33173,3,132,10,0,0,0,0,2,326,66,25649,27808,28336,1,59,30,3828,6,4169,4837,1,0,1,0,8
EUW1_6877875140',1,27,11,1,0,0,0,10,0,358,87,26745,31072,32397,4,135,14,1,0,1,0,3,378,98,29113,31289,31215,1,-20,-11,-2368,-3,-217,1182,0,0,-1,0,7
EUW1_6873803191',7,126,12,2,1,2,0,6,1,412,110,30390,32369,30673,2,96,5,0,0,1,0,8,359,77,23304,28596,19945,1,53,33,7086,7,3773,10728,2,1,1,0,-2
EUW1_6873793565',4,131,7,0,0,2,0,10,0,376,70,26091,27994,26097,4,32,11,1,0,1,0,3,372,84,26862,30025,27697,1,4,-14,-771,-4,-2031,-1600,-1,0,1,0,7
EUW1_6872271170',10,31,12,1,1,0,0,4,0,337,126,27303,30347,25499,4,31,9,1,0,1,0,2,396,86,27136,30289,25188,0,-59,40,167,3,58,311,0,1,-1,0,2
EUW1_6872255823',2,39,10,0,0,0,0,11,0,365,79,24910,28454,31035,5,34,14,1,0,1,0,1,379,104,29118,30894,29134,0,-14,-25,-4208,-4,-2440,1901,-1,0,-1,0,10
EUW1_6872232576',2,69,14,0,0,0,0,11,0,294,62,26209,30050,28844,4,62,11,1,0,1,0,5,337,83,26398,26731,31640,0,-43,-21,-189,3,3319,-2796,-1,0,-1,0,6
EUW1_6872198113',5,36,19,2,0,1,0,15,0,368,80,29954,29290,39876,4,31,16,0,1,2,0,5,338,104,31190,31654,33577,1,30,-24,-1236,3,-2364,6299,2,-1,-1,0,10
EUW1_6872170591',6,31,12,2,0,0,0,10,0,395,95,27181,30318,29517,0,56,10,0,0,1,0,3,383,104,28397,30983,33704,0,12,-9,-1216,2,-665,-4187,2,0,-1,0,7
EUW1_6871700079',7,32,11,0,0,0,0,8,0,365,70,26619,29208,26499,4,36,9,2,1,1,0,1,396,102,26646,29645,25681,0,-31,-32,-27,2,-437,818,-2,-1,-1,0,7
EUW1_6871636305',6,23,12,0,0,1,0,5,1,327,86,27175,26526,35562,6,43,14,2,0,2,0,4,351,72,28714,28748,32748,1,-24,14,-1539,-2,-2222,2814,-2,0,-1,0,1
EUW1_6871579473',5,30,15,2,0,1,0,3,1,366,83,29717,30788,33503,1,25,7,0,0,0,0,5,343,100,24823,28429,29767,0,23,-17,4894,8,2359,3736,2,0,1,0,-2
EUW1_6871418513',5,41,6,0,0,0,0,9,1,378,78,25454,28923,28665,5,26,12,1,0,0,0,4,373,98,27100,30106,25881,0,5,-20,-1646,-6,-1183,2784,-1,0,0,0,5
EUW1_6871365674',8,140,10,2,0,1,0,6,1,378,96,27393,29358,28329,3,45,14,0,0,0,0,4,355,82,27215,29293,23690,0,23,14,178,-4,65,4639,2,0,1,0,2
EUW1_6870910800',0,30,11,0,0,3,0,8,1,352,84,28072,26735,22979,2,31,13,2,0,0,0,6,251,104,25398,23507,21286,1,101,-20,2674,-2,3228,1693,-2,0,3,0,2
EUW1_6870888788',3,30,5,1,0,0,0,10,0,365,76,23176,27822,33565,4,27,13,0,1,1,0,2,342,52,26831,29679,34853,1,23,24,-3655,-8,-1857,-1288,1,-1,-1,0,8
EUW1_6882241403',5,37,12,0,0,0,0,9,0,335,82,27283,27340,40588,0,24,30,1,0,3,0,3,320,66,33953,31696,47838,0,15,16,-6670,-18,-4356,-7250,-1,0,-3,0,6
EUW1_6882107011',1,42,21,2,0,2,0,11,1,377,115,31876,35011,36205,2,24,7,0,0,0,0,4,352,92,23932,28186,24535,1,25,23,7944,14,6825,11670,2,0,2,0,7
EUW1_6882064737',3,32,13,0,1,1,0,6,1,392,132,30397,33718,29108,4,107,13,2,0,1,0,5,367,76,27540,31243,32764,0,25,56,2857,0,2475,-3656,-2,1,0,0,1
EUW1_6880561957',2,27,5,0,0,0,0,8,0,375,108,25550,30682,29625,7,36,17,2,0,1,0,4,357,100,27751,30793,31380,0,18,8,-2201,-12,-111,-1755,-2,0,-1,0,4
EUW1_6880156719',5,29,12,0,0,0,0,7,0,393,74,28631,29968,31157,3,27,16,0,0,0,0,2,359,105,28500,30486,31162,0,34,-31,131,-4,-518,-5,0,0,0,0,5
EUW1_6879188674',4,65,13,0,0,0,0,9,0,302,88,27081,28572,37043,4,87,13,2,0,0,0,3,332,74,26091,26785,43004,0,-30,14,990,0,1787,-5961,-2,0,0,0,6
EUW1_6876123783',2,29,5,1,0,0,0,6,1,374,80,24689,28165,28117,2,52,15,1,0,1,0,5,357,103,28452,30844,31123,1,17,-23,-3763,-10,-2679,-3006,0,0,-1,0,1
EUW1_6874954832',0,20,14,0,0,0,0,17,0,248,60,25753,24865,30218,2,31,26,1,1,7,2,2,352,87,38434,30831,44722,0,-104,-27,-12681,-12,-5966,-14504,-1,-1,-7,-2,15
EUW1_6874925642',6,62,15,1,1,0,0,4,1,316,67,26903,28267,32980,3,27,10,0,0,1,0,0,344,104,26755,29619,27539,1,-28,-37,148,5,-1352,5441,1,1,-1,0,4
EUW1_6874756260',3,25,24,0,1,2,0,7,0,360,104,34249,31022,44006,5,56,17,2,0,0,0,8,279,69,28631,25998,37970,1,81,35,5618,7,5024,6036,-2,1,2,0,-1
EUW1_6873644175',2,44,16,0,0,0,0,13,1,330,93,28378,31326,35840,3,22,9,1,0,2,0,2,333,75,25934,28111,31853,1,-3,18,2444,7,3215,3987,-1,0,-2,0,11
EUW1_6873563183',0,30,10,0,0,0,0,12,0,325,106,24949,29545,35017,3,32,15,1,0,2,0,3,395,97,29966,32126,36074,0,-70,9,-5017,-5,-2581,-1057,-1,0,-2,0,9
EUW1_6873276078',5,27,22,0,1,3,0,7,0,317,102,32959,29781,41572,1,24,13,2,0,0,0,6,311,77,26229,26310,30020,1,6,25,6730,9,3471,11552,-2,1,3,0,1
EUW1_6873162437',5,38,15,0,0,2,0,9,1,315,102,28522,30605,33513,1,25,14,1,0,2,0,8,330,101,28890,29708,39506,0,-15,1,-368,1,897,-5993,-1,0,0,0,1
EUW1_6872110040',2,104,12,1,1,0,0,6,1,346,94,25293,28965,29408,6,33,9,1,0,0,0,3,386,114,26650,31465,28476,0,-40,-20,-1357,3,-2500,932,0,1,0,0,3
EUW1_6869100979',2,28,6,0,0,0,0,12,0,355,110,24023,29061,27422,6,32,19,2,1,1,0,0,398,106,32149,33979,32650,0,-43,4,-8126,-13,-4918,-5228,-2,-1,-1,0,12
EUW1_6868912527',5,28,11,0,0,0,0,12,1,350,87,27140,29431,28632,4,272,9,2,0,1,0,5,355,124,27456,29436,38107,0,-5,-37,-316,2,-5,-9475,-2,0,-1,0,7
EUW1_6868718590',4,35,12,0,0,2,0,11,1,369,100,29878,28890,34451,5,24,17,2,0,1,0,8,379,93,31703,31703,32038,1,-10,7,-1825,-5,-2813,2413,-2,0,1,0,3
EUW1_6882191782',6,99,12,1,0,1,0,4,1,379,74,28420,29108,26406,6,35,8,1,0,0,0,6,309,98,24455,26679,22838,1,70,-24,3965,4,2429,3568,0,0,1,0,-2
EUW1_6882172478',5,30,21,1,0,4,0,8,0,381,96,33300,31894,46270,5,30,11,0,0,0,0,8,291,62,24040,24991,33517,1,90,34,9260,10,6903,12753,1,0,4,0,0
EUW1_6878204303',2,25,19,1,0,3,0,7,1,373,110,33417,33995,41242,6,31,12,0,0,0,0,8,312,86,25289,28010,42974,1,61,24,8128,7,5985,-1732,1,0,3,0,-1
EUW1_6878176523',7,48,16,1,0,0,0,10,1,333,94,27909,30452,31390,3,99,10,0,0,1,0,1,343,78,26398,28284,27194,1,-10,16,1511,6,2168,4196,1,0,-1,0,9
EUW1_6877800412',3,32,15,0,1,0,0,11,0,336,96,27654,29907,34128,0,26,13,1,0,1,0,1,407,67,29796,29993,34910,1,-71,29,-2142,2,-86,-782,-1,1,-1,0,10
EUW1_6876491809',3,27,15,0,0,0,0,6,0,380,108,33230,31290,34445,4,46,14,1,0,3,0,8,353,76,27972,29174,32146,1,27,32,5258,1,2116,2299,-1,0,-3,0,-2
EUW1_6875087524',3,21,11,0,0,0,0,12,1,338,89,27941,28491,32515,2,24,15,2,0,2,0,1,342,96,29008,29777,33824,0,-4,-7,-1067,-4,-1286,-1309,-2,0,-2,0,11
EUW1_6875057204',2,33,17,0,0,1,0,5,0,377,89,31744,31315,37479,5,29,10,1,0,1,0,10,305,90,24932,27708,27151,0,72,-1,6812,7,3607,10328,-1,0,0,0,-5
EUW1_6875052791',4,25,8,1,0,0,0,15,1,321,84,25237,25435,30242,3,33,22,1,1,1,0,2,361,106,33855,32567,41045,0,-40,-22,-8618,-14,-7132,-10803,0,-1,-1,0,13
EUW1_6875041956',4,41,18,1,0,1,0,10,1,342,70,29795,29476,32250,3,23,11,1,0,0,0,5,358,74,26047,27983,29114,1,-16,-4,3748,7,1493,3136,0,0,1,0,5
EUW1_6875034887',0,18,7,0,0,0,0,17,0,287,40,21149,23440,20059,5,25,20,2,1,6,0,0,424,140,38028,35997,33936,0,-137,-100,-16879,-13,-12557,-13877,-2,-1,-6,0,17
EUW1_6873765088',7,32,16,2,0,5,0,7,1,370,128,33268,32564,33719,3,23,6,0,0,0,0,11,363,86,24431,28798,19714,1,7,42,8837,10,3766,14005,2,0,5,0,-4
EUW1_6873752297',5,33,11,1,0,0,0,13,0,353,102,27079,28914,26466,8,28,15,1,0,1,0,2,362,82,28685,30123,31188,0,-9,20,-1606,-4,-1209,-4722,0,0,-1,0,11
EUW1_6873745394',3,29,21,2,0,1,0,7,0,331,78,32235,30559,41286,7,29,14,0,0,0,0,7,324,70,27866,27331,34691,0,7,8,4369,7,3228,6595,2,0,1,0,0
EUW1_6872492045',2,140,21,1,1,1,0,10,1,393,112,32540,34033,36346,11,31,6,1,0,1,0,4,361,72,24941,27652,31315,1,32,40,7599,15,6381,5031,0,1,0,0,6
EUW1_6872385470',3,25,13,0,0,0,0,8,0,339,67,26300,28878,27927,4,28,13,2,0,1,0,1,341,97,27369,30079,33730,0,-2,-30,-1069,0,-1201,-5803,-2,0,-1,0,7
EUW1_6872363342',4,27,16,2,0,2,0,4,1,392,81,30882,29937,39379,6,29,10,0,0,0,0,11,317,71,25314,28115,31782,0,75,10,5568,6,1822,7597,2,0,2,0,-7
